allstr,str_num,num_string,allnum,disc_num,nomeaning_num,nomeaning_str,missing10,missing50,targetnum,targetstr
g,2,4670,852,8,1,T,1,,1,T
l,8,2136,7449,10,1,T,1,,1,T
u,3,284,217,6,1,T,1,,1,T
v,7,5538,7738,1,1,T,1,,1,T
x,t,2904,5651,9,1,T,1,,1,T
b,1,7850,3093,2,1,T,1,,1,T
u,e,9795,9241,6,1,T,1,,1,T
r,u,8231,477,3,1,T,1,,1,T
g,7,6285,6992,6,1,T,1,,1,T
d,p,3824,877,7,1,T,1,,1,T
h,i,8944,409,3,1,T,1,,1,T
z,6,5716,7100,6,1,T,1,,1,T
r,t,1575,8433,8,1,T,1,,1,T
i,o,6929,7348,5,1,T,1,,1,T
p,2,4107,4125,9,1,T,1,,1,T
n,4,2882,1927,8,1,T,1,,1,T
l,3,5426,6087,3,1,T,1,,1,T
i,t,949,9695,2,1,T,1,,1,T
g,5,6761,4319,1,1,T,1,,1,T
s,0,9660,8230,2,1,T,1,,1,T
n,p,5033,7012,9,1,T,1,,1,T
z,4,6208,203,6,1,T,1,,1,T
g,5,3173,1664,7,1,T,1,,1,T
k,w,4623,46,2,1,T,1,,1,T
e,9,9026,256,9,1,T,1,,1,T
j,w,6758,1944,2,1,T,1,,1,T
c,t,9084,2715,4,1,T,1,,1,T
r,4,6708,8800,3,1,T,1,,1,T
m,i,1507,2101,9,1,T,1,,1,T
z,e,9119,3707,6,1,T,1,,1,T
h,q,6537,7573,7,1,T,1,,1,T
s,p,5418,4162,2,1,T,1,,1,T
r,i,5877,9308,9,1,T,1,,1,T
o,e,6296,5677,10,1,T,1,,1,T
r,o,7820,3124,2,1,T,1,,1,T
x,w,3231,2968,6,1,T,1,,1,T
g,e,7208,6219,1,1,T,1,,1,T
g,6,1633,7563,9,1,T,1,,1,T
q,t,2911,1119,5,1,T,1,,1,T
m,t,1827,1438,5,1,T,1,,1,T
o,6,4641,503,9,1,T,1,,1,T
p,o,7570,2230,5,1,T,1,,1,T
m,e,1370,8729,9,1,T,1,,1,T
r,u,2015,4753,0,1,T,1,,1,T
n,6,860,7763,8,1,T,1,,1,T
j,u,66,971,6,1,T,1,,1,T
u,8,8446,3214,3,1,T,1,,1,T
q,y,242,6900,3,1,T,1,,1,T
g,p,7994,1438,0,1,T,1,,1,T
k,1,5509,395,9,1,T,1,,1,T
l,1,6086,3066,8,1,T,1,,1,T
g,3,1434,2957,6,1,T,1,,1,T
x,6,7332,255,2,1,T,1,,1,T
x,w,9538,3796,1,1,T,1,,1,T
d,i,177,7715,8,1,T,1,,1,T
j,i,6792,2292,3,1,T,1,,1,T
p,9,5407,3836,0,1,T,1,,1,T
p,r,763,9831,9,1,T,1,,1,T
e,2,1758,7734,4,1,T,1,,1,T
j,5,6869,1968,7,1,T,1,,1,T
w,8,8133,7173,1,1,T,1,,1,T
r,3,5199,4642,10,1,T,1,,1,T
x,q,6931,4960,6,1,T,1,,1,T
l,2,5968,5265,1,1,T,1,,1,T
t,8,5467,7787,8,1,T,1,,1,T
g,p,2217,8601,10,1,T,1,,1,T
l,p,861,6517,5,1,T,1,,1,T
d,y,3812,5364,10,1,T,1,,1,T
g,5,2301,9454,5,1,T,1,,1,T
x,0,3742,390,1,1,T,1,,1,T
e,6,2542,5603,3,1,T,1,,1,T
z,7,9823,5869,7,1,T,1,,1,T
v,u,1151,2212,1,1,T,1,,1,T
q,6,1871,4540,8,1,T,1,,1,T
k,y,6443,1735,7,1,T,1,,1,T
d,w,8322,7019,8,1,T,1,,1,T
f,e,113,9507,2,1,T,1,,1,T
h,8,1947,5489,9,1,T,1,,1,T
r,w,655,1796,2,1,T,1,,1,T
j,4,1873,9030,2,1,T,1,,1,T
u,8,5138,8794,5,1,T,1,,1,T
f,q,2879,9474,10,1,T,1,,1,T
h,6,8490,3565,3,1,T,1,,1,T
s,4,6241,8723,10,1,T,1,,1,T
b,3,5698,4762,8,1,T,1,,1,T
c,y,620,4983,0,1,T,1,,1,T
l,o,1173,409,9,1,T,1,,1,T
x,i,958,894,7,1,T,1,,1,T
l,t,4683,5643,7,1,T,1,,1,T
w,4,761,2600,8,1,T,1,,1,T
h,u,3058,6629,0,1,T,1,,1,T
q,8,3912,378,4,1,T,1,,1,T
l,o,6470,7796,9,1,T,1,,1,T
t,6,4278,1102,0,1,T,1,,1,T
q,p,3196,7218,4,1,T,1,,1,T
z,t,2386,4422,8,1,T,1,,1,T
q,r,8303,9187,2,1,T,1,,1,T
r,9,8553,9993,0,1,T,1,,1,T
b,8,9161,5143,6,1,T,1,,1,T
l,q,8994,7468,4,1,T,1,,1,T
i,t,4395,6374,8,1,T,1,,1,T
g,4,576,5863,6,1,T,1,,1,T
k,p,1145,2560,4,1,T,1,,1,T
z,e,9735,9777,7,1,T,1,,1,T
j,8,1652,7834,3,1,T,1,,1,T
n,o,6595,936,0,1,T,1,,1,T
q,u,4975,3890,4,1,T,1,,1,T
x,8,2168,4841,9,1,T,1,,1,T
u,8,4686,4231,1,1,T,1,,1,T
i,t,1278,5680,2,1,T,1,,1,T
l,y,8312,2671,3,1,T,1,,1,T
h,7,644,9288,6,1,T,1,,1,T
n,4,9096,4746,3,1,T,1,,1,T
u,t,3831,8835,3,1,T,1,,1,T
p,p,1931,2844,3,1,T,1,,1,T
p,0,2309,770,3,1,T,1,,1,T
o,p,6050,4860,9,1,T,1,,1,T
d,6,5,8418,9,1,T,1,,1,T
e,1,3064,7899,6,1,T,1,,1,T
p,y,1417,209,6,1,T,1,,1,T
f,e,6778,8193,1,1,T,1,,1,T
c,r,5169,7941,10,1,T,1,,1,T
b,y,328,5907,0,1,T,1,,1,T
e,5,7231,828,4,1,T,1,,1,T
k,t,8321,9961,5,1,T,1,,1,T
i,p,9663,9663,0,1,T,1,,1,T
o,1,7969,9100,5,1,T,1,,1,T
l,2,4888,7367,9,1,T,1,,1,T
f,1,3784,2438,5,1,T,1,,1,T
p,i,5541,6034,3,1,T,1,,1,T
j,i,4320,7941,2,1,T,1,,1,T
v,y,5395,6162,0,1,T,1,,1,T
b,e,6830,3196,10,1,T,1,,1,T
c,y,5807,9098,0,1,T,1,,1,T
v,p,4951,98,1,1,T,1,,1,T
k,w,3781,4535,4,1,T,1,,1,T
o,4,9594,6838,9,1,T,1,,1,T
m,1,8154,7232,1,1,T,1,,1,T
o,6,1739,1139,9,1,T,1,,1,T
v,y,689,5568,3,1,T,1,,1,T
y,8,4849,4152,8,1,T,1,,1,T
k,u,4225,4620,9,1,T,1,,1,T
s,e,7920,2067,2,1,T,1,,1,T
q,o,7890,6927,7,1,T,1,,1,T
y,t,8595,9111,9,1,T,1,,1,T
j,0,6765,4654,8,1,T,1,,1,T
w,q,5089,6624,3,1,T,1,,1,T
b,e,1736,1162,10,1,T,1,,1,T
c,e,767,2347,9,1,T,1,,1,T
e,o,6009,3832,7,1,T,1,,1,T
k,t,3352,3190,9,1,T,1,,1,T
a,w,7175,7452,1,1,T,1,,1,T
s,p,4701,8065,8,1,T,1,,1,T
j,r,7491,3569,9,1,T,1,,1,T
z,4,9389,2190,2,1,T,1,,1,T
e,4,189,1240,2,1,T,1,,1,T
s,2,434,3140,10,1,T,1,,1,T
u,e,5699,3221,7,1,T,1,,1,T
n,2,1389,6088,5,1,T,1,,1,T
o,u,4897,9204,1,1,T,1,,1,T
e,r,4700,4319,6,1,T,1,,1,T
u,q,1525,1261,10,1,T,1,,1,T
o,7,8666,2452,8,1,T,1,,1,T
y,q,2947,8328,4,1,T,1,,1,T
h,w,3534,9824,1,1,T,1,,1,T
q,e,2443,8327,3,1,T,1,,1,T
n,9,6841,3524,0,1,T,1,,1,T
x,u,6613,3670,1,1,T,1,,1,T
o,y,9814,630,5,1,T,1,,1,T
t,0,7155,8159,2,1,T,1,,1,T
h,u,5191,6192,3,1,T,1,,1,T
l,4,6161,5221,8,1,T,1,,1,T
y,7,3287,668,10,1,T,1,,1,T
k,1,7897,3660,2,1,T,1,,1,T
a,q,1253,4357,5,1,T,1,,1,T
m,e,9833,4028,8,1,T,1,,1,T
q,i,5843,8262,8,1,T,1,,1,T
u,e,4693,4309,0,1,T,1,,1,T
n,9,6612,6641,5,1,T,1,,1,T
j,t,36,1515,7,1,T,1,,1,T
v,9,7735,1243,0,1,T,1,,1,T
k,y,985,7634,7,1,T,1,,1,T
q,u,8799,7875,6,1,T,1,,1,T
q,6,8250,9038,3,1,T,1,,1,T
l,q,8620,365,5,1,T,1,,1,T
a,r,8444,9727,10,1,T,1,,1,T
d,i,5682,4973,5,1,T,1,,1,T
f,o,822,8596,7,1,T,1,,1,T
w,y,8196,2752,9,1,T,1,,1,T
e,5,3412,8066,7,1,T,1,,1,T
v,t,6666,1341,8,1,T,1,,1,T
w,7,3178,5942,1,1,T,1,,1,T
t,e,3595,2662,8,1,T,1,,1,T
p,9,3283,3256,5,1,T,1,,1,T
e,1,1202,9679,10,1,T,1,,1,T
m,t,2870,1052,2,1,T,1,,1,T
f,9,1769,1490,5,1,T,1,,1,T
w,p,3179,9320,6,1,T,1,,1,T
k,3,6198,5791,5,1,T,1,,1,T
f,9,5063,1252,0,1,T,1,,1,T
x,8,6155,1877,10,1,T,1,,1,T
g,2,5797,5824,0,1,T,1,,1,T
f,u,8319,6623,1,1,T,1,,1,T
d,8,4751,137,7,1,T,1,,1,T
u,p,5325,9833,4,1,T,1,,1,T
f,0,5951,1521,9,1,T,1,,1,T
a,4,8012,2117,6,1,T,1,,1,T
t,4,4492,4688,2,1,T,1,,1,T
q,5,3843,2518,3,1,T,1,,1,T
k,1,594,1475,8,1,T,1,,1,T
l,9,7607,2520,9,1,T,1,,1,T
m,t,5354,3799,10,1,T,1,,1,T
t,q,799,2369,5,1,T,1,,1,T
l,e,1676,2897,6,1,T,1,,1,T
s,2,3627,580,5,1,T,1,,1,T
o,w,9559,8134,6,1,T,1,,1,T
o,6,762,8699,0,1,T,1,,1,T
g,1,4435,6687,0,1,T,1,,1,T
i,7,8993,8895,1,1,T,1,,1,T
u,1,4382,9083,3,1,T,1,,1,T
q,0,8664,778,6,1,T,1,,1,T
p,4,2774,7137,1,1,T,1,,1,T
g,6,7713,311,0,1,T,1,,1,T
c,0,1249,7641,1,1,T,1,,1,T
s,5,2498,4530,1,1,T,1,,1,T
l,8,1792,5953,1,1,T,1,,1,T
y,u,6125,27,0,1,T,1,,1,T
g,e,7230,2127,9,1,T,1,,1,T
r,u,5879,7651,9,1,T,1,,1,T
t,u,2755,2943,7,1,T,1,,1,T
n,u,2594,8581,4,1,T,1,,1,T
g,6,6829,6488,1,1,T,1,,1,T
x,6,1307,1647,10,1,T,1,,1,T
a,o,4972,7594,2,1,T,1,,1,T
r,9,7969,4204,3,1,T,1,,1,T
z,9,6341,8843,9,1,T,1,,1,T
y,5,8552,1087,6,1,T,1,,1,T
m,q,5752,2157,1,1,T,1,,1,T
h,0,8338,8702,1,1,T,1,,1,T
p,5,917,9808,7,1,T,1,,1,T
b,p,3507,1215,7,1,T,1,,1,T
w,o,7069,8385,8,1,T,1,,1,T
y,y,5731,4016,6,1,T,1,,1,T
z,u,2078,1793,8,1,T,1,,1,T
k,1,2825,9431,3,1,T,1,,1,T
w,2,7198,2433,4,1,T,1,,1,T
f,2,2575,7381,9,1,T,1,,1,T
f,i,7472,6235,8,1,T,1,,1,T
p,o,4141,4636,1,1,T,1,,1,T
m,o,393,75,5,1,T,1,,1,T
s,r,724,398,0,1,T,1,,1,T
w,8,5075,1751,6,1,T,1,,1,T
m,t,8884,9936,6,1,T,1,,1,T
x,q,9784,9428,1,1,T,1,,1,T
x,4,6222,1385,3,1,T,1,,1,T
z,y,6711,8985,0,1,T,1,,1,T
h,9,6765,3762,3,1,T,1,,1,T
x,p,7963,5697,3,1,T,1,,1,T
v,4,9659,5890,1,1,T,1,,1,T
y,7,9416,1656,8,1,T,1,,1,T
z,2,3679,320,0,1,T,1,,1,T
b,y,3190,9446,10,1,T,1,,1,T
p,9,3874,2165,5,1,T,1,,1,T
h,4,9968,1614,7,1,T,1,,1,T
m,7,3175,7022,10,1,T,1,,1,T
e,e,5672,7324,10,1,T,1,,1,T
h,e,1138,1427,3,1,T,1,,1,T
s,q,8785,5694,2,1,T,1,,1,T
l,4,2679,7836,8,1,T,1,,1,T
t,u,7412,6898,7,1,T,1,,1,T
o,9,7867,5914,7,1,T,1,,1,T
p,2,4957,97,2,1,T,1,,1,T
n,4,4481,9860,2,1,T,1,,1,T
f,5,4677,3990,7,1,T,1,,1,T
r,8,3627,6998,9,1,T,1,,1,T
b,3,6408,6360,1,1,T,1,,1,T
f,9,7532,3087,9,1,T,1,,1,T
e,q,9760,8203,7,1,T,1,,1,T
t,y,5833,8077,4,1,T,1,,1,T
f,o,3954,4539,0,1,T,1,,1,T
m,0,73,6242,9,1,T,1,,1,T
p,r,7891,2305,5,1,T,1,,1,T
s,8,1078,6780,6,1,T,1,,1,T
d,2,7421,8486,6,1,T,1,,1,T
o,2,8716,7612,5,1,T,1,,1,T
l,u,3030,3286,4,1,T,1,,1,T
d,q,2753,1284,2,1,T,1,,1,T
w,5,5121,7084,0,1,T,1,,1,T
o,q,638,4088,1,1,T,1,,1,T
g,w,699,4657,5,1,T,1,,1,T
o,6,8196,611,6,1,T,1,,1,T
h,u,2104,2831,3,1,T,1,,1,T
y,y,4355,3660,6,1,T,1,,1,T
d,o,5027,5814,8,1,T,1,,1,T
d,u,7782,352,0,1,T,1,,1,T
k,u,6480,7620,0,1,T,1,,1,T
i,9,8017,2957,4,1,T,1,,1,T
g,y,4343,6138,3,1,T,1,,1,T
e,w,2697,3702,2,1,T,1,,1,T
x,6,4083,7743,7,1,T,1,,1,T
w,y,4177,1509,10,1,T,1,,1,T
m,u,1091,3404,4,1,T,1,,1,T
i,1,3037,1160,9,1,T,1,,1,T
s,t,6961,5935,0,1,T,1,,1,T
u,7,5599,8575,2,1,T,1,,1,T
r,o,4983,7210,8,1,T,1,,1,T
n,p,8281,1180,10,1,T,1,,1,T
h,p,8921,651,3,1,T,1,,1,T
a,6,457,3226,7,1,T,1,,1,T
i,p,5655,1975,10,1,T,1,,1,T
u,3,1220,8793,6,1,T,1,,1,T
q,6,3696,6171,0,1,T,1,,1,T
j,u,3385,7268,1,1,T,1,,1,T
s,w,7070,1261,3,1,T,1,,1,T
v,3,8353,6113,8,1,T,1,,1,T
e,0,8650,2797,0,1,T,1,,1,T
t,i,3163,4996,5,1,T,1,,1,T
t,6,8335,1200,9,1,T,1,,1,T
q,e,3174,3746,3,1,T,1,,1,T
i,9,2333,1636,6,1,T,1,,1,T
p,i,4017,3261,3,1,T,1,,1,T
e,u,9801,6824,3,1,T,1,,1,T
v,p,7543,4526,6,1,T,1,,1,T
q,9,7523,9370,6,1,T,1,,1,T
i,y,973,4334,2,1,T,1,,1,T
i,8,1790,7490,8,1,T,1,,1,T
e,p,7737,7152,5,1,T,1,,1,T
o,8,1113,9162,6,1,T,1,,1,T
z,4,9442,3336,4,1,T,1,,1,T
l,4,9048,6598,4,1,T,1,,1,T
x,6,4547,7257,6,1,T,1,,1,T
u,5,1457,8591,7,1,T,1,,1,T
o,t,8502,7448,2,1,T,1,,1,T
r,2,3713,4703,4,1,T,1,,1,T
w,5,5643,9837,3,1,T,1,,1,T
k,4,4400,8033,7,1,T,1,,1,T
i,t,1162,708,2,1,T,1,,1,T
u,3,7949,5467,3,1,T,1,,1,T
v,4,2020,4185,6,1,T,1,,1,T
b,q,3029,7168,6,1,T,1,,1,T
p,w,6171,1873,1,1,T,1,,1,T
f,w,106,4174,1,1,T,1,,1,T
t,9,4122,5069,9,1,T,1,,1,T
k,p,3268,512,6,1,T,1,,1,T
h,6,2128,2691,8,1,T,1,,1,T
r,5,9282,4749,0,1,T,1,,1,T
q,w,8870,3803,9,1,T,1,,1,T
z,o,7801,174,8,1,T,1,,1,T
i,i,7965,3029,6,1,T,1,,1,T
w,u,5174,9212,8,1,T,1,,1,T
b,6,2120,1065,9,1,T,1,,1,T
n,0,1283,790,10,1,T,1,,1,T
b,o,2752,2031,7,1,T,1,,1,T
r,p,5700,4833,7,1,T,1,,1,T
c,3,2360,7477,10,1,T,1,,1,T
k,i,7250,1613,7,1,T,1,,1,T
i,o,8837,5930,8,1,T,1,,1,T
s,u,3802,375,8,1,T,1,,1,T
b,5,8915,3475,1,1,T,1,,1,T
x,u,2935,1300,4,1,T,1,,1,T
u,7,4735,5628,6,1,T,1,,1,T
v,7,1489,3242,2,1,T,1,,1,T
d,1,8459,4094,2,1,T,1,,1,T
i,1,3364,8174,1,1,T,1,,1,T
n,y,3126,1855,8,1,T,1,,1,T
n,y,9190,634,7,1,T,1,,1,T
z,q,9118,5545,4,1,T,1,,1,T
s,u,4190,3290,7,1,T,1,,1,T
o,7,9702,8426,4,1,T,1,,1,T
z,5,4141,64,0,1,T,1,,1,T
q,y,2704,6194,2,1,T,1,,1,T
c,0,6451,8925,7,1,T,1,,1,T
p,7,7654,8188,2,1,T,1,,1,T
f,0,6546,9066,10,1,T,1,,1,T
u,i,6458,6069,9,1,T,1,,1,T
e,4,723,3772,1,1,T,1,,1,T
k,5,4880,1465,2,1,T,1,,1,T
g,2,1368,3033,0,1,T,1,,1,T
u,7,1072,2731,6,1,T,1,,1,T
v,5,5196,7439,0,1,T,1,,1,T
x,y,4093,4693,2,1,T,1,,1,T
i,0,2366,4402,0,1,T,1,,1,T
v,t,8304,8447,6,1,T,1,,1,T
d,6,2803,4048,3,1,T,1,,1,T
y,6,6903,8293,2,1,T,1,,1,T
f,q,5214,3629,0,1,T,1,,1,T
l,q,1698,66,8,1,T,1,,1,T
t,i,8201,8906,2,1,T,1,,1,T
y,u,6054,9807,0,1,T,1,,1,T
d,e,2029,1862,7,1,T,1,,1,T
v,6,224,1110,9,1,T,1,,1,T
f,9,1289,87,0,1,T,1,,1,T
a,0,2125,1007,5,1,T,1,,1,T
z,0,7252,7322,3,1,T,1,,1,T
j,w,9886,2224,5,1,T,1,,1,T
m,r,3037,3158,10,1,T,1,,1,T
i,3,1710,4231,4,1,T,1,,1,T
a,3,7576,8503,5,1,T,1,,1,T
k,e,3903,7317,7,1,T,1,,1,T
d,q,9322,9742,6,1,T,1,,1,T
z,3,9038,5923,2,1,T,1,,1,T
w,r,2369,7470,7,1,T,1,,1,T
j,7,6395,8673,5,1,T,1,,1,T
c,o,2021,9088,6,1,T,1,,1,T
e,3,3130,8898,5,1,T,1,,1,T
p,2,7326,521,5,1,T,1,,1,T
w,q,821,1178,1,1,T,1,,1,T
o,e,6530,937,1,1,T,1,,1,T
s,r,5733,9806,3,1,T,1,,1,T
w,7,3640,3550,5,1,T,1,,1,T
i,4,2550,3214,5,1,T,1,,1,T
e,2,933,890,3,1,T,1,,1,T
n,6,887,5270,7,1,T,1,,1,T
p,u,6277,412,5,1,T,1,,1,T
c,q,1064,5961,2,1,T,1,,1,T
b,o,84,9591,8,1,T,1,,1,T
y,y,8701,8655,3,1,T,1,,1,T
d,w,3096,5462,9,1,T,1,,1,T
r,4,9314,7322,3,1,T,1,,1,T
x,7,4418,716,1,1,T,1,,1,T
b,e,5622,6134,1,1,T,1,,1,T
w,5,9139,1710,3,1,T,1,,1,T
g,y,2070,8703,7,1,T,1,,1,T
o,3,541,3580,0,1,T,1,,1,T
t,1,6556,5421,9,1,T,1,,1,T
u,3,8547,1486,7,1,T,1,,1,T
f,1,5097,5529,3,1,T,1,,1,T
m,q,1761,5840,5,1,T,1,,1,T
d,0,9178,7598,0,1,T,1,,1,T
l,i,6426,624,2,1,T,1,,1,T
l,2,8246,1408,2,1,T,1,,1,T
b,e,5040,2802,7,1,T,1,,1,T
m,o,5857,7636,10,1,T,1,,1,T
u,6,6072,3629,8,1,T,1,,1,T
e,o,2841,9502,4,1,T,1,,1,T
r,u,3674,528,7,1,T,1,,1,T
y,q,3792,6383,1,1,T,1,,1,T
c,r,176,3999,5,1,T,1,,1,T
i,3,8781,8161,1,1,T,1,,1,T
p,2,1352,8610,3,1,T,1,,1,T
w,8,9108,3195,9,1,T,1,,1,T
t,4,7491,648,10,1,T,1,,1,T
o,i,187,7176,10,1,T,1,,1,T
i,y,5317,6386,5,1,T,1,,1,T
k,3,3243,521,2,1,T,1,,1,T
f,3,2935,5514,2,1,T,1,,1,T
m,o,4715,6201,9,1,T,1,,1,T
g,0,8365,9806,7,1,T,1,,1,T
d,8,6509,6158,3,1,T,1,,1,T
k,u,1530,6914,2,1,T,1,,1,T
v,t,9111,9394,6,1,T,1,,1,T
r,5,4218,7778,9,1,T,1,,1,T
p,7,7847,1330,10,1,T,1,,1,T
n,3,4417,127,2,1,T,1,,1,T
d,1,7470,7832,1,1,T,1,,1,T
y,o,8201,6570,4,1,T,1,,1,T
f,7,2904,6077,2,1,T,1,,1,T
u,2,6143,7324,6,1,T,1,,1,T
c,3,900,1537,1,1,T,1,,1,T
j,4,326,1250,4,1,T,1,,1,T
w,2,4283,3416,0,1,T,1,,1,T
w,w,8294,5802,1,1,T,1,,1,T
s,i,8864,4477,6,1,T,1,,1,T
z,q,7441,1139,3,1,T,1,,1,T
z,7,4255,5963,6,1,T,1,,1,T
q,t,144,1469,10,1,T,1,,1,T
m,0,9335,982,6,1,T,1,,1,T
z,4,461,3890,5,1,T,1,,1,T
h,r,6192,8035,9,1,T,1,,1,T
g,w,2179,5886,5,1,T,1,,1,T
a,1,1290,3718,4,1,T,1,,1,T
h,w,6892,5828,7,1,T,1,,1,T
x,8,2106,882,7,1,T,1,,1,T
z,1,239,7701,2,1,T,1,,1,T
n,t,5557,9265,2,1,T,1,,1,T
g,0,4338,7247,4,1,T,1,,1,T
t,r,5186,8191,2,1,T,1,,1,T
w,r,5740,1706,1,1,T,1,,1,T
s,i,3592,4404,0,1,T,1,,1,T
l,5,4853,6800,9,1,T,1,,1,T
x,1,3882,9027,1,1,T,1,,1,T
t,0,6756,2358,9,1,T,1,,1,T
m,4,9756,9138,3,1,T,1,,1,T
a,p,4196,7698,4,1,T,1,,1,T
a,0,2808,3501,0,1,T,1,,1,T
b,t,218,3116,9,1,T,1,,1,T
n,4,1902,7513,0,1,T,1,,1,T
y,2,4757,8573,9,1,T,1,,1,T
m,e,5804,372,3,1,T,1,,1,T
d,w,2822,1313,1,1,T,1,,1,T
p,4,1803,741,5,1,T,1,,1,T
l,o,8776,8494,1,1,T,1,,1,T
s,t,2614,5152,9,1,T,1,,1,T
x,2,3681,4724,3,1,T,1,,1,T
v,9,6434,352,5,1,T,1,,1,T
v,4,894,9184,10,1,T,1,,1,T
f,e,603,1091,9,1,T,1,,1,T
h,y,5767,9102,8,1,T,1,,1,T
j,7,7527,4810,0,1,T,1,,1,T
z,8,4211,2265,3,1,T,1,,1,T
w,r,2927,4357,6,1,T,1,,1,T
t,8,4907,7885,1,1,T,1,,1,T
g,3,7519,8141,4,1,T,1,,1,T
u,1,3713,216,6,1,T,1,,1,T
k,q,2495,1258,2,1,T,1,,1,T
f,e,5342,625,9,1,T,1,,1,T
e,6,990,6351,4,1,T,1,,1,T
r,y,6151,4302,9,1,T,1,,1,T
r,y,5407,6785,5,1,T,1,,1,T
x,r,325,1921,7,1,T,1,,1,T
f,8,4022,1213,9,1,T,1,,1,T
s,e,6,6830,7,1,T,1,,1,T
y,5,2792,1626,0,1,T,1,,1,T
e,4,9187,9630,8,1,T,1,,1,T
g,5,3208,3225,10,1,T,1,,1,T
k,0,6220,4505,0,1,T,1,,1,T
m,u,4077,249,0,1,T,1,,1,T
m,4,9705,6872,7,1,T,1,,1,T
m,t,2090,1032,4,1,T,1,,1,T
n,e,4665,3385,6,1,T,1,,1,T
r,1,360,2556,3,1,T,1,,1,T
x,9,3257,4137,6,1,T,1,,1,T
j,0,8385,2180,2,1,T,1,,1,T
s,9,3233,217,9,1,T,1,,1,T
s,y,6299,3351,6,1,T,1,,1,T
c,i,6685,9518,10,1,T,1,,1,T
i,o,2259,7046,9,1,T,1,,1,T
l,w,7699,2288,9,1,T,1,,1,T
y,r,1068,6236,1,1,T,1,,1,T
n,w,9941,6259,5,1,T,1,,1,T
x,q,2875,4483,3,1,T,1,,1,T
o,q,2898,2625,0,1,T,1,,1,T
e,t,5550,3098,2,1,T,1,,1,T
v,y,3449,3884,6,1,T,1,,1,T
j,9,8103,2349,7,1,T,1,,1,T
n,r,6673,2805,6,1,T,1,,1,T
j,9,6013,7196,6,1,T,1,,1,T
l,y,7277,6188,9,1,T,1,,1,T
d,0,2865,8526,7,1,T,1,,1,T
i,9,6186,4514,4,1,T,1,,1,T
r,w,6185,4038,4,1,T,1,,1,T
u,q,9721,4570,6,1,T,1,,1,T
p,0,3792,505,7,1,T,1,,1,T
y,3,2505,3342,3,1,T,1,,1,T
x,p,351,1301,8,1,T,1,,1,T
p,r,2442,4480,5,1,T,1,,1,T
o,5,4769,3104,6,1,T,1,,1,T
k,o,4366,8872,8,1,T,1,,1,T
j,e,4824,8067,7,1,T,1,,1,T
e,1,9190,87,1,1,T,1,,1,T
i,8,3237,1856,7,1,T,1,,1,T
u,5,2131,3981,2,1,T,1,,1,T
u,2,6005,1272,2,1,T,1,,1,T
y,t,2224,7487,10,1,T,1,,1,T
k,1,1684,5337,1,1,T,1,,1,T
i,5,2361,7275,2,1,T,1,,1,T
a,9,6083,8027,1,1,T,1,,1,T
e,9,4900,59,0,1,T,1,,1,T
p,w,8549,5587,0,1,T,1,,1,T
d,7,5771,3870,4,1,T,1,,1,T
u,t,2863,7209,2,1,T,1,,1,T
c,3,4778,9423,1,1,T,1,,1,T
v,8,7936,8569,1,1,T,1,,1,T
y,p,6424,556,4,1,T,1,,1,T
n,e,3230,2958,4,1,T,1,,1,T
u,e,9640,6061,2,1,T,1,,1,T
m,y,3287,1545,9,1,T,1,,1,T
r,p,4170,5745,5,1,T,1,,1,T
k,6,8490,6210,0,1,T,1,,1,T
t,1,1910,2505,4,1,T,1,,1,T
x,q,2686,1564,1,1,T,1,,1,T
v,i,5690,2903,5,1,T,1,,1,T
c,1,1790,9343,0,1,T,1,,1,T
w,o,720,8943,9,1,T,1,,1,T
w,y,3040,4280,7,1,T,1,,1,T
o,i,2332,9147,8,1,T,1,,1,T
e,2,1654,4197,4,1,T,1,,1,T
x,4,1468,3328,10,1,T,1,,1,T
p,w,7862,9526,4,1,T,1,,1,T
w,e,6686,7418,7,1,T,1,,1,T
q,7,8999,8027,1,1,T,1,,1,T
j,i,1809,8902,8,1,T,1,,1,T
i,7,5866,3124,4,1,T,1,,1,T
q,p,5662,2698,0,1,T,1,,1,T
i,7,5960,7018,0,1,T,1,,1,T
t,u,871,9184,4,1,T,1,,1,T
f,r,9716,9289,0,1,T,1,,1,T
l,2,3552,362,1,1,T,1,,1,T
t,9,8927,7854,1,1,T,1,,1,T
r,2,4901,7534,5,1,T,1,,1,T
w,7,7348,7643,9,1,T,1,,1,T
j,4,2402,1959,3,1,T,1,,1,T
b,2,8286,2366,6,1,T,1,,1,T
o,8,9098,9887,0,1,T,1,,1,T
v,7,1129,8635,10,1,T,1,,1,T
b,i,7302,3972,3,1,T,1,,1,T
t,r,5151,2965,2,1,T,1,,1,T
z,i,7999,9260,3,1,T,1,,1,T
y,9,1556,1479,10,1,T,1,,1,T
a,9,5471,1603,7,1,T,1,,1,T
o,w,6023,6075,2,1,T,1,,1,T
k,7,5720,3926,8,1,T,1,,1,T
s,9,592,7107,3,1,T,1,,1,T
i,5,8151,4143,7,1,T,1,,1,T
a,3,6838,5864,1,1,T,1,,1,T
u,t,5454,3784,4,1,T,1,,1,T
y,9,7851,6204,10,1,T,1,,1,T
p,q,3016,4682,6,1,T,1,,1,T
h,0,6402,3545,4,1,T,1,,1,T
f,r,208,3459,2,1,T,1,,1,T
r,e,3582,135,10,1,T,1,,1,T
p,i,9332,9250,9,1,T,1,,1,T
